School_ID,Short_Name,Long_Name,School_Type,Primary_Category,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Progress_Report_Year,Blue_Ribbon_Award_Year,Excelerate_Award_Gold_Year,Spot_Light_Award_Year,Improvement_Award_Year,Excellence_Award_Year,Student_Growth_Rating,Student_Growth_Description,Growth_Reading_Grades_Tested_Pct_ES,Growth_Reading_Grades_Tested_Label_ES,Growth_Math_Grades_Tested_Pct_ES,Growth_Math_Grades_Tested_Label_ES,Student_Attainment_Rating,Student_Attainment_Description,Attainment_Reading_Pct_ES,Attainment_Reading_Lbl_ES,Attainment_Math_Pct_ES,Attainment_Math_Lbl_ES,Culture_Climate_Rating,Culture_Climate_Description,School_Survey_Student_Response_Rate_Pct,School_Survey_Student_Response_Rate_Avg_Pct,School_Survey_Teacher_Response_Rate_Pct,School_Survey_Teacher_Response_Rate_Avg_Pct,School_Survey_Parent_Response_Rate_Pct,School_Survey_Parent_Response_Rate_Avg_Pct,Healthy_School_Certification,Healthy_School_Certification_Description,Creative_School_Certification,Creative_School_Certification_Description,NWEA_Reading_Growth_Grade_3_Pct,NWEA_Reading_Growth_Grade_3_Lbl,NWEA_Reading_Growth_Grade_4_Pct,NWEA_Reading_Growth_Grade_4_Lbl,NWEA_Reading_Growth_Grade_5_Pct,NWEA_Reading_Growth_Grade_5_Lbl,NWEA_Reading_Growth_Grade_6_Pct,NWEA_Reading_Growth_Grade_6_Lbl,NWEA_Reading_Growth_Grade_7_Pct,NWEA_Reading_Growth_Grade_7_Lbl,NWEA_Reading_Growth_Grade_8_Pct,NWEA_Reading_Growth_Grade_8_Lbl,NWEA_Math_Growth_Grade_3_Pct,NWEA_Math_Growth_Grade_3_Lbl,NWEA_Math_Growth_Grade_4_Pct,NWEA_Math_Growth_Grade_4_Lbl,NWEA_Math_Growth_Grade_5_Pct,NWEA_Math_Growth_Grade_5_Lbl,NWEA_Math_Growth_Grade_6_Pct,NWEA_Math_Growth_Grade_6_Lbl,NWEA_Math_Growth_Grade_7_Pct,NWEA_Math_Growth_Grade_7_Lbl,NWEA_Math_Growth_Grade_8_Pct,NWEA_Math_Growth_Grade_8_Lbl,NWEA_Reading_Attainment_Grade_2_Pct,NWEA_Reading_Attainment_Grade_2_Lbl,NWEA_Reading_Attainment_Grade_3_Pct,NWEA_Reading_Attainment_Grade_3_Lbl,NWEA_Reading_Attainment_Grade_4_Pct,NWEA_Reading_Attainment_Grade_4_Lbl,NWEA_Reading_Attainment_Grade_5_Pct,NWEA_Reading_Attainment_Grade_5_Lbl,NWEA_Reading_Attainment_Grade_6_Pct,NWEA_Reading_Attainment_Grade_6_Lbl,NWEA_Reading_Attainment_Grade_7_Pct,NWEA_Reading_Attainment_Grade_7_Lbl,NWEA_Reading_Attainment_Grade_8_Pct,NWEA_Reading_Attainment_Grade_8_Lbl,NWEA_Math_Attainment_Grade_2_Pct,NWEA_Math_Attainment_Grade_2_Lbl,NWEA_Math_Attainment_Grade_3_Pct,NWEA_Math_Attainment_Grade_3_Lbl,NWEA_Math_Attainment_Grade_4_Pct,NWEA_Math_Attainment_Grade_4_Lbl,NWEA_Math_Attainment_Grade_5_Pct,NWEA_Math_Attainment_Grade_5_Lbl,NWEA_Math_Attainment_Grade_6_Pct,NWEA_Math_Attainment_Grade_6_Lbl,NWEA_Math_Attainment_Grade_7_Pct,NWEA_Math_Attainment_Grade_7_Lbl,NWEA_Math_Attainment_Grade_8_Pct,NWEA_Math_Attainment_Grade_8_Lbl,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,Suspensions_Per_100_Students_Year_1_Pct,Suspensions_Per_100_Students_Year_2_Pct,Suspensions_Per_100_Students_Avg_Pct,Misconducts_To_Suspensions_Year_1_Pct,Misconducts_To_Suspensions_Year_2_Pct,Misconducts_To_Suspensions_Avg_Pct,Average_Length_Suspension_Year_1_Pct,Average_Length_Suspension_Year_2_Pct,Average_Length_Suspension_Avg_Pct,Behavior_Discipline_Year_1,Behavior_Discipline_Year_2,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Student_Attendance_Year_1_Pct,Student_Attendance_Year_2_Pct,Student_Attendance_Avg_Pct,Teacher_Attendance_Year_1_Pct,Teacher_Attendance_Year_2_Pct,Teacher_Attendance_Avg_Pct,One_Year_Dropout_Rate_Year_1_Pct,One_Year_Dropout_Rate_Year_2_Pct,One_Year_Dropout_Rate_Avg_Pct,Other_Metrics_Year_1,Other_Metrics_Year_2,Freshmen_On_Track_School_Pct_Year_2,Freshmen_On_Track_CPS_Pct_Year_2,Freshmen_On_Track_School_Pct_Year_1,Freshmen_On_Track_CPS_Pct_Year_1,Graduation_4_Year_School_Pct_Year_2,Graduation_4_Year_CPS_Pct_Year_2,Graduation_4_Year_School_Pct_Year_1,Graduation_4_Year_CPS_Pct_Year_1,Graduation_5_Year_School_Pct_Year_2,Graduation_5_Year_CPS_Pct_Year_2,Graduation_5_Year_School_Pct_Year_1,Graduation_5_Year_CPS_Pct_Year_1,College_Enrollment_School_Pct_Year_2,College_Enrollment_CPS_Pct_Year_2,College_Enrollment_School_Pct_Year_1,College_Enrollment_CPS_Pct_Year_1,College_Persistence_School_Pct_Year_2,College_Persistence_CPS_Pct_Year_2,College_Persistence_School_Pct_Year_1,College_Persistence_CPS_Pct_Year_1,Progress_Toward_Graduation_Year_1,Progress_Toward_Graduation_Year_2,State_School_Report_Card_URL,Mobility_Rate_Pct,Chronic_Truancy_Pct,Empty_Progress_Report_Message,School_Survey_Rating_Description,Supportive_School_Award,Supportive_School_Award_Desc,Parent_Survey_Results_Year,School_Latitude,School_Longitude,PSAT_Grade_9_Score_School_Avg,PSAT_Grade_10_Score_School_Avg,SAT_Grade_11_Score_School_Avg,SAT_Grade_11_Score_CPS_Avg,Growth_PSAT_Grade_9_School_Pct,Growth_PSAT_Grade_9_School_Lbl,Growth_PSAT_Reading_Grade_10_School_Pct,Growth_PSAT_Reading_Grade_10_School_Lbl,Growth_SAT_Grade_11_School_Pct,Growth_SAT_Grade_11_School_Lbl,Attainment_PSAT_Grade_9_School_Pct,Attainment_PSAT_Grade_9_School_Lbl,Attainment_PSAT_Grade_10_School_Pct,Attainment_PSAT_Grade_10_School_Lbl,Attainment_SAT_Grade_11_School_Pct,Attainment_SAT_Grade_11_School_Lbl,Attainment_All_Grades_School_Pct,Attainment_All_Grades_School_Lbl,Growth_PSAT_Math_Grade_10_School_Pct,Growth_PSAT_Math_Grade_10_School_Lbl,Growth_SAT_Reading_Grade_11_School_Pct,Growth_SAT_Reading_Grade_11_School_Lbl,Growth_SAT_Math_Grade_11_School_Pct,Growth_SAT_Math_Grade_11_School_Lbl
400079,ACERO - ZIZUMBO,Acero Charter Schools - SPC Daniel Zizumbo,Charter,ES,4248 W 47TH ST,Chicago,Illinois,60632,773-579-3470,773-376-5605,https://www.cps.edu/schools/schoolprofiles/400079,http://dz.aceroschools.org,2021,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",89.9,59,94.7,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,,,0,,,1.1,,,1.7 days,2020,2021,,,,,92.5,89.1,,,89,,,,2020,2021,,,,,,,,,,,,,,,,,,,,,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=15016299025264C,3.4,20.7,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2021,41.810135,-87.730495,,,0,940,,,,,,,,,,,0,0,,,,,,,,
609705,FENGER HS,Christian Fenger Academy High School,Neighborhood,HS,11220 S WALLACE ST,Chicago,Illinois,60628,773-535-5430,773-535-5444,https://www.cps.edu/schools/schoolprofiles/609705,https://fengerhighschool.org,2021,,,,2013,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",76.6,59,81,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,STRONG,STRONG,NEUTRAL,STRONG,NOT ENOUGH DATA,11.9,,0,7.1,,1.1,2.4 days,,1.7 days,2020,2021,,,,,61.8,89.1,92.6,78.6,89,4.8,3.8,3.8,2020,2021,85.9,86.7,,,72.7,80.2,64.3,80.6,66.1,83.8,53.1,82.5,35.1,61.9,63.9,67,52.2,71.7,33.3,73.7,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=150162990250012,14.7,78,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.689951,-87.637572,,,787,940,,,,,,,,,,,4.1,4.1,,,,,,,,
610032,GREEN,Wendell E Green Elementary School,Neighborhood,ES,1150 W 96TH ST,Chicago,Illinois,60643,773-535-2575,773-535-2742,https://www.cps.edu/schools/schoolprofiles/610032,https://wendellgreenschool.com,2021,,2021,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",55.4,59,75,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,0.3,,0,100,,1.1,5.0 days,,1.7 days,2020,2021,,,,,94.6,89.1,94.4,78.1,89,,,,2020,2021,,,,,,,,,,,,,,,,,,,,,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=150162990252048,9.4,15.1,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2021,41.719292,-87.6525,,,0,940,,,,,,,,,,,0,0,,,,,,,,
610561,CRANE MEDICAL HS,Richard T Crane Medical Preparatory HS,Magnet,HS,2245 W JACKSON BLVD,Chicago,Illinois,60612,773-534-7600,773-534-7612,https://www.cps.edu/schools/schoolprofiles/610561,https://newcranemedicalprep.org,2021,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,PARTIALLY ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",8.1,59,61.1,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,NEUTRAL,NOT ENOUGH DATA,9.4,,0,43.2,,1.1,2.5 days,,1.7 days,2020,2021,,,,,73.2,89.1,96.1,86,89,2.2,2.1,3.8,2020,2021,86.2,86.7,,,75,80.2,81.8,80.6,86.1,83.8,90.3,82.5,75.5,61.9,78.9,67,70.1,71.7,69.6,73.7,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=150162990250052,5.6,68.1,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.876947,-87.683301,,,859,940,,,,,,,,,,,9.6,9.6,,,,,,,,
610539,CAMRAS,Marvin Camras Elementary School,Neighborhood,ES,3000 N MANGO AVE,Chicago,Illinois,60634,773-534-2960,773-534-2963,https://www.cps.edu/schools/schoolprofiles/610539,http://camras.cps.edu/,2021,,2021,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",41.3,59,52.5,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0.1,,0,5.9,,1.1,1.0 days,,1.7 days,2020,2021,,,,,92.9,89.1,93.4,86.2,89,,,,2020,2021,,,,,,,,,,,,,,,,,,,,,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=150162990252963,1.1,18.5,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.934931,-87.770127,,,0,940,,,,,,,,,,,0,0,,,,,,,,
610250,SALAZAR,Ruben Salazar Elementary Bilingual Center,Small,ES,160 W WENDELL ST,Chicago,Illinois,60610,773-534-8310,773-534-8313,https://www.cps.edu/schools/schoolprofiles/610250,https://salazar.cps.edu,2021,,2021,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",85.3,59,87.9,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,NOT ENOUGH DATA,0.9,,0,3,,1.1,1.5 days,,1.7 days,2020,2021,,,,,90.7,89.1,94.9,87.9,89,,,,2020,2021,,,,,,,,,,,,,,,,,,,,,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=150162990252706,2.3,27.9,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.901417,-87.633632,,,0,940,,,,,,,,,,,0,0,,,,,,,,
610145,REINBERG,Peter A Reinberg Elementary School,Neighborhood,ES,3425 N MAJOR AVE,Chicago,Illinois,60634,773-534-3465,773-534-3798,https://www.cps.edu/schools/schoolprofiles/610145,https://reinberg.cps.edu,2021,,2021,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,MODERATELY ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",67.1,59,55.1,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,,,0,,,1.1,,,1.7 days,2020,2021,,,,,93.1,89.1,93.9,89,89,,,,2020,2021,,,,,,,,,,,,,,,,,,,,,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=150162990252422,4.1,20.3,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.943019,-87.768983,,,0,940,,,,,,,,,,,0,0,,,,,,,,
610117,PASTEUR,Louis Pasteur Elementary School,Neighborhood,ES,5825 S KOSTNER AVE,Chicago,Illinois,60629,773-535-2270,773-535-2235,https://www.cps.edu/schools/schoolprofiles/610117,https://pasteurschool.org,2021,,2021,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",83.9,59,72.7,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,NOT ENOUGH DATA,,,0,,,1.1,,,1.7 days,2020,2021,,,,,93.7,89.1,92.5,88.2,89,,,,2020,2021,,,,,,,,,,,,,,,,,,,,,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=150162990252396,3.8,18.4,,,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",2021,41.786895,-87.732666,,,0,940,,,,,,,,,,,0,0,,,,,,,,
400159,CHRISTOPHER HOUSE,Christopher House Charter School,Charter,ES,5235 W BELDEN AVE,Chicago,Illinois,60639,773-922-7542,773-922-7559,https://www.cps.edu/schools/schoolprofiles/400159,https://christopherhouse.org,2021,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",76.8,59,83.7,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,,,0,,,1.1,,,1.7 days,2020,2021,,,,,93.9,89.1,,,89,,,,2020,2021,,,,,,,,,,,,,,,,,,,,,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=15016299025235C,1.2,18.1,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.922181,-87.757522,,,0,940,,,,,,,,,,,0,0,,,,,,,,
610053,MARQUETTE,Marquette Elementary School,Neighborhood,ES,6550 S RICHMOND ST,Chicago,Illinois,60629,773-535-9260,773-535-9266,https://www.cps.edu/schools/schoolprofiles/610053,https://marquettemustangs.org/,2021,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,MODERATELY ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",5.7,59,51.2,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,1.5,,0,11.2,,1.1,1.9 days,,1.7 days,2020,2021,,,,,93.8,89.1,95.1,89.2,89,,,,2020,2021,,,,,,,,,,,,,,,,,,,,,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=150162990252330,6.3,18.2,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.773881,-87.69703,,,0,940,,,,,,,,,,,0,0,,,,,,,,
610158,SAYRE,Harriet E Sayre Elementary Language Academy,Neighborhood,ES,1850 N NEWLAND AVE,Chicago,Illinois,60707,773-534-3351,773-534-3394,https://www.cps.edu/schools/schoolprofiles/610158,https://sayre.cps.edu,2021,,2021,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",76.4,59,66,71,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,,,0,,,1.1,,,1.7 days,2020,2021,,,,,92.5,89.1,94.8,90.6,89,,,,2020,2021,,,,,,,,,,,,,,,,,,,,,2020,2021,http://iirc.niu.edu/School.aspx?schoolid=150162990252436,3.4,16.1,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.914151,-87.798721,,,0,940,,,,,,,,,,,0,0,,,,,,,,
